Die Schriften des Alten Testaments;EinlAT;0;1;1;Die Bibel [griechisch bíblos = Buch] oder die Heilige Schrift ist eine Sammlung von Büchern, die das Alte und Neue Testament umfasst. Das Alte Testament wird von Juden und Christen als Offenbarungsurkunde betrachtet. Die Bücher des Alten Testaments stammen von Verfassern, durch die Gott zu den Menschen spricht und durch die das Volk Israel seinen Glauben an die Heilstaten und Verheißungen Gottes bekennt. Juden und Christen glauben an die Inspiration (Eingebung) dieser Bücher durch den Geist Gottes. Das Verzeichnis der Bücher, die zur Heiligen Schrift gehören, nennt man Kanon [griechisch kanón = Maßstab], weil sie den Maßstab für den Glauben darstellen. Jesus und seine Jünger übernahmen die Bücher der Heiligen Schrift, wie sie ihr Volk kannte, und beriefen sich in ihrer Botschaft auf sie als auf das Wort Gottes.;
2 Timotheus;2Tim;63;2;18;*;"Von ihrer materiefeindlichen Einstellung her haben die Gnostiker kein Interesse an einer leiblichen Auferstehung; sie verstehen die Auferstehung also geistig und behaupten, durch den Besitz der «Erkenntnis» seien sie bereits vom Tod auferstanden."
2 Timotheus;2Tim;63;2;19;Aber das feste Fundament, das Gott gelegt hat, kann nicht erschüttert werden. Es trägt als Siegel die Inschrift: [Der Herr kennt die Seinen,] und: Wer den Namen des Herrn nennt, meide das Unrecht.*;
2 Timotheus;2Tim;63;2;19;*;"℘ Num 16,5 G; Jes 26,13"
2 Timotheus;2Tim;63;2;20;In einem großen Haus gibt es nicht nur Gefäße aus Gold und Silber, sondern auch aus Holz und Ton - die einen für Reines, die anderen für Unreines.;
2 Timotheus;2Tim;63;2;21;"Wer sich nun von all dem rein hält, gleicht einem Gefäß für Reines; er ist geheiligt, für den Herrn brauchbar, zu jedem guten Werk tauglich.";
2 Timotheus;2Tim;63;2;22;"Flieh vor den Begierden der Jugend; strebe unermüdlich nach Gerechtigkeit, Glauben, Liebe und Frieden, zusammen mit all denen, die den Herrn aus reinem Herzen anrufen.**";
2 Timotheus;2Tim;63;2;22;*;Vgl. die Anmerkung zu 1,12.
2 Timotheus;2Tim;63;2;22;*;℘ 1 Tim 6,11
2 Timotheus;2Tim;63;2;23;"Lass dich nicht auf törichte und unsinnige Auseinandersetzungen ein; du weißt, dass sie nur zu Streit führen.";
2 Timotheus;2Tim;63;2;24;Ein Knecht des Herrn soll nicht streiten, sondern zu allen freundlich sein, ein geschickter und geduldiger Lehrer,;
2 Timotheus;2Tim;63;2;25;der auch die mit Güte zurechtweist, die sich hartnäckig widersetzen. Vielleicht schenkt Gott ihnen dann die Umkehr, damit sie die Wahrheit erkennen,;
2 Timotheus;2Tim;63;2;26;wieder zur Besinnung kommen und aus dem Netz des Teufels befreit werden, der sie eingefangen und sich gefügig gemacht hat.;
2 Timotheus;2Tim;63;3;1;Das sollst du wissen: In den letzten Tagen werden schwere Zeiten anbrechen.**;
2 Timotheus;2Tim;63;3;1;*;℘ 1 Tim 4,1
2 Timotheus;2Tim;63;3;1;*;Diese «letzten Tage» sind für Timotheus bereits gegenwärtige Wirklichkeit.
2 Timotheus;2Tim;63;3;2;Die Menschen werden selbstsüchtig sein, habgierig, prahlerisch, überheblich, bösartig, ungehorsam gegen die Eltern, undankbar, ohne Ehrfurcht,;
2 Timotheus;2Tim;63;3;3;lieblos, unversöhnlich, verleumderisch, unbeherrscht, rücksichtslos, roh,;
2 Timotheus;2Tim;63;3;4;heimtückisch, verwegen, hochmütig, mehr dem Vergnügen als Gott zugewandt.;
2 Timotheus;2Tim;63;3;5;Den Schein der Frömmigkeit werden sie wahren, doch die Kraft der Frömmigkeit werden sie verleugnen. Wende dich von diesen Menschen ab.*;
2 Timotheus;2Tim;63;3;5;*;℘ Tit 1,16
2 Timotheus;2Tim;63;3;6;Zu ihnen gehören die Leute, die sich in die Häuser einschleichen und dort gewisse Frauen auf ihre Seite ziehen, die von Sünden beherrscht und von Begierden aller Art umgetrieben werden,*;
2 Timotheus;2Tim;63;3;6;*;℘ 2 Petr 2,14
2 Timotheus;2Tim;63;3;7;Frauen, die immer lernen und die doch nie zur Erkenntnis der Wahrheit gelangen können.*;
2 Timotheus;2Tim;63;3;7;*;"℘ 1 Tim 2,4; Tit 1,1"
2 Timotheus;2Tim;63;3;8;"Wie sich Jannes und Jambres dem Mose widersetzt haben, so widersetzen sich auch diese Leute der Wahrheit; ihr Denken ist verdorben, ihr Glaube bewährt sich nicht.*";
2 Timotheus;2Tim;63;3;8;*;Jannes und Jambres sind in der jüdischen Überlieferung die Namen der ägyptischen Zauberer, die nach Ex 7,8-12 Mose und Aaron Widerstand geleistet haben.
2 Timotheus;2Tim;63;3;9;Doch sie werden wenig Erfolg haben, denn ihr Unverstand wird allen offenkundig werden, wie es auch bei jenen geschehen ist.;
2 Timotheus;2Tim;63;3;10;Du aber bist mir gefolgt in der Lehre, im Leben und Streben, im Glauben, in der Langmut, der Liebe und der Ausdauer,;
2 Timotheus;2Tim;63;3;11;in den Verfolgungen und Leiden, denen ich in Antiochia, Ikonion und Lystra ausgesetzt war. Welche Verfolgungen habe ich erduldet! Und aus allen hat der Herr mich errettet.*;
2 Timotheus;2Tim;63;3;11;*;"℘ Apg 13,50; 14,5.19; 2 Kor 11,22-33; Eph 3,1; Kol 1,24"
2 Timotheus;2Tim;63;3;12;So werden alle, die in der Gemeinschaft mit Christus Jesus ein frommes Leben führen wollen, verfolgt werden.;
2 Timotheus;2Tim;63;3;13;"Böse Menschen und Schwindler dagegen werden immer mehr in das Böse hineingeraten; sie sind betrogene Betrüger.";
2 Timotheus;2Tim;63;3;14;"Du aber bleibe bei dem, was du gelernt und wovon du dich überzeugt hast. Du weißt, von wem du es gelernt hast;*";
2 Timotheus;2Tim;63;3;14;*;"℘ 2 Petr 1,20; Jud 3"
2 Timotheus;2Tim;63;3;15;denn du kennst von Kindheit an die heiligen Schriften, die dir Weisheit verleihen können, damit du durch den Glauben an Christus Jesus gerettet wirst.;
2 Timotheus;2Tim;63;3;16;"Jede von Gott eingegebene Schrift ist auch nützlich zur Belehrung, zur Widerlegung, zur Besserung, zur Erziehung in der Gerechtigkeit;*";
2 Timotheus;2Tim;63;3;16;*;"Andere Übersetzungsmöglichkeiten: Die ganze von Gott eingegebene Schrift; oder: Jedes von Gott eingegebene Schriftwort."
2 Timotheus;2Tim;63;3;17;so wird der Mensch Gottes zu jedem guten Werk bereit und gerüstet sein.;
2 Timotheus;2Tim;63;4;1;Ich beschwöre dich bei Gott und bei Christus Jesus, dem kommenden Richter der Lebenden und der Toten, bei seinem Erscheinen und bei seinem Reich:*;
2 Timotheus;2Tim;63;4;1;*;"1-8: In diesem Abschnitt wird der Charakter des Briefs als eines Abschiedsbriefs und einer letztwilligen Verfügung besonders deutlich; vgl. die Abschiedsrede des Paulus in Milet an die Presbyter von Ephesus (Apg 20,18-35)."
2 Timotheus;2Tim;63;4;2;"Verkünde das Wort, tritt dafür ein, ob man es hören will oder nicht; weise zurecht, tadle, ermahne, in unermüdlicher und geduldiger Belehrung.";
2 Timotheus;2Tim;63;4;3;"Denn es wird eine Zeit kommen, in der man die gesunde Lehre nicht erträgt, sondern sich nach eigenen Wünschen immer neue Lehrer sucht, die den Ohren schmeicheln;*";
2 Timotheus;2Tim;63;4;3;*;"℘ 1 Tim 4,1; 1,10; 4,6; 6,3; Tit 1,9; 2,1.10"
2 Timotheus;2Tim;63;4;4;und man wird der Wahrheit nicht mehr Gehör schenken, sondern sich Fabeleien zuwenden.*;
2 Timotheus;2Tim;63;4;4;*;℘ 1 Tim 1,4
2 Timotheus;2Tim;63;4;5;Du aber sei in allem nüchtern, ertrage das Leiden, verkünde das Evangelium, erfülle treu deinen Dienst!;
2 Timotheus;2Tim;63;4;6;Denn ich werde nunmehr geopfert, und die Zeit meines Aufbruchs ist nahe.*;
2 Timotheus;2Tim;63;4;6;*;℘ Phil 2,17
2 Timotheus;2Tim;63;4;7;Ich habe den guten Kampf gekämpft, den Lauf vollendet, die Treue gehalten.**;
2 Timotheus;2Tim;63;4;7;*;"℘ 1 Tim 6,12; Phil 3,14; 2 Petr 1,14"
2 Timotheus;2Tim;63;4;7;*;die Treue gehalten, andere Übersetzungsmöglichkeit: den Glauben bewahrt.
2 Timotheus;2Tim;63;4;8;Schon jetzt liegt für mich der Kranz der Gerechtigkeit bereit, den mir der Herr, der gerechte Richter, an jenem Tag geben wird, aber nicht nur mir, sondern allen, die sehnsüchtig auf sein Erscheinen warten.*;
2 Timotheus;2Tim;63;4;8;*;Der Tag der Wiederkunft Christi ist, wenn auch nicht mehr als unmittelbar bevorstehend gedacht, doch der alles entscheidende Tag.
2 Timotheus;2Tim;63;4;9;Beeil dich, komm bald zu mir!;
2 Timotheus;2Tim;63;4;10;"Demas hat mich aus Liebe zu dieser Welt verlassen und ist nach Thessalonich gegangen; Kreszenz ging nach Galatien, Titus nach Dalmatien.";
2 Timotheus;2Tim;63;4;11;Nur Lukas ist noch bei mir. Bring Markus mit, denn er wird mir ein guter Helfer sein.;
2 Timotheus;2Tim;63;4;12;Tychikus habe ich nach Ephesus geschickt.*;
2 Timotheus;2Tim;63;4;12;*;℘ Eph 6,21
2 Timotheus;2Tim;63;4;13;Wenn du kommst, bring den Mantel mit, den ich in Troas bei Karpus gelassen habe, auch die Bücher, vor allem die Pergamente.*;
2 Timotheus;2Tim;63;4;13;*;"Die nicht näher bezeichneten Bücher waren wohl auf Papyrus geschrieben; bei den Pergamenten handelt es sich wahrscheinlich um Schriftrollen mit Texten des Alten Testaments."
2 Timotheus;2Tim;63;4;14;"Alexander, der Schmied, hat mir viel Böses getan; [der Herr wird ihm vergelten, wie es seine Taten verdienen.]*";
2 Timotheus;2Tim;63;4;14;*;"℘ 1 Tim 1,20; Ps 62,13; 28,4"
2 Timotheus;2Tim;63;4;15;Nimm auch du dich vor ihm in Acht, denn er hat unsere Lehre heftig bekämpft.;
2 Timotheus;2Tim;63;4;16;"Bei meiner ersten Verteidigung ist niemand für mich eingetreten; alle haben mich im Stich gelassen. Möge es ihnen nicht angerechnet werden.**";
2 Timotheus;2Tim;63;4;16;*;℘ Phil 1,15-18
2 Timotheus;2Tim;63;4;16;*;Es ist nicht sicher, ob mit der «ersten Verteidigung» auf eine frühere Gefangenschaft angespielt ist oder nur auf ein früheres Verhör.
2 Timotheus;2Tim;63;4;17;"Aber der Herr stand mir zur Seite und gab mir Kraft, damit durch mich die Verkündigung vollendet wird und alle Heiden sie hören; und so wurde ich dem [Rachen des Löwen entrissen.]**";
2 Timotheus;2Tim;63;4;17;*;"℘ 2 Petr 1,12; Jud 17"
2 Timotheus;2Tim;63;4;17;*;"℘ Ps 22,22; Dan 6,21.28"
2 Timotheus;2Tim;63;4;18;Der Herr wird mich allem Bösen entreißen, er wird mich retten und in sein himmlisches Reich führen. Ihm sei die Ehre in alle Ewigkeit. Amen.;
2 Timotheus;2Tim;63;4;19;Grüße Priska und Aquila und die Familie des Onesiphorus!;
2 Timotheus;2Tim;63;4;20;Erastus blieb in Korinth, Trophimus musste ich krank in Milet zurücklassen.;
2 Timotheus;2Tim;63;4;21;Beeil dich, komm noch vor dem Winter! Es grüßen dich Eubulus, Pudens, Linus, Klaudia und alle Brüder.;
2 Timotheus;2Tim;63;4;22;Der Herr sei mit deinem Geist! Die Gnade sei mit euch!;
Titus;Tit;63;0;1;"Titus gehörte neben Timotheus zu den engsten Mitarbeitern des Apostels Paulus, wie vor allem der Galater- und der 2. Korintherbrief zeigen (Gal 2,3; 2 Kor 2,13; 7,6.13; 8,6.16.23; 12,18). Nach Tit 1,5 übertrug ihm Paulus die Verantwortung für die Kirche von Kreta. Nach alter Überlieferung soll er bis zu seinem Lebensende als Bischof dieser Insel gewirkt haben.";
Titus;Tit;63;0;2;"Der Brief an Titus hat amtlichen Charakter; das Persönliche tritt zurück. Nach dem Eingangsgruß (1,1-4) werden zunächst die Aufgaben des Titus in Kreta genannt: Er soll geeignete Vorsteher für die Christengemeinden einsetzen (1,5-9) und die Irrlehre bekämpfen (1,10-16). Dann wird er ermahnt, in Übereinstimmung mit der »gesunden Lehre« die einzelnen Stände an ihre Pflichten zu erinnern (2,1-10). Es gilt, der in Jesus Christus sichtbar gewordenen Gnade Gottes zu entsprechen (2,11-15). Anschließend werden unter Hinweis auf die Taufe grundlegende Pflichten im politischen und mitmenschlichen Bereich genannt (3,1-8). Es folgt eine erneute Warnung vor Irrlehrern (3,9-11). Persönliche Aufträge, Segenswünsche und Grüße beschließen den Brief (3,12-15).";
Titus;Tit;63;1;1;Paulus, Knecht Gottes und Apostel Jesu Christi, berufen, um die Auserwählten Gottes zum Glauben und zur Erkenntnis der wahren Gottesverehrung zu führen,;
Titus;Tit;63;1;2;"in der Hoffnung auf das ewige Leben, das der wahrhaftige Gott schon vor ewigen Zeiten verheißen hat;";
Titus;Tit;63;1;3;jetzt aber hat er zur vorherbestimmten Zeit sein Wort offenbart in der Verkündigung, die mir durch den Auftrag Gottes, unseres Retters, anvertraut ist.*;
Titus;Tit;63;1;3;*;"℘ 1 Tim 2,6; 6,15; Tit 2,10; 1 Tim 4,10; 1,1; 2,3; 3,4"
Titus;Tit;63;1;4;An Titus, seinen echten Sohn aufgrund des gemeinsamen Glaubens: Gnade und Friede von Gott, dem Vater, und Christus Jesus, unserem Retter.*;
Titus;Tit;63;1;4;*;"℘ 2,13; 3,6; 2 Tim 1,10; 2 Petr 1,1.11; 3,18"
Titus;Tit;63;1;5;Ich habe dich in Kreta deswegen zurückgelassen, damit du das, was noch zu tun ist, zu Ende führst und in den einzelnen Städten Älteste einsetzt, wie ich dir aufgetragen habe.*;
Titus;Tit;63;1;5;*;"℘ Apg 14,23; 1 Tim 3,2-4"
Titus;Tit;63;1;6;"Ein Ältester soll unbescholten und nur einmal verheiratet sein. Seine Kinder sollen gläubig sein; man soll ihnen nicht nachsagen können, sie seien liederlich und ungehorsam.**";
Titus;Tit;63;1;6;*;"℘ Apg 20,17.28; 1 Petr 5,2f"
Titus;Tit;63;1;6;*;6f: Zu «Ältester» und «Bischof» vgl. die Anmerkung zu 1 Tim 3,1. Zu «nur einmal verheiratet» vgl. die Anmerkung zu 1 Tim 3,2.
Titus;Tit;63;1;7;"Denn ein Bischof muss unbescholten sein, weil er das Haus Gottes verwaltet; er darf nicht überheblich und jähzornig sein, kein Trinker, nicht gewalttätig oder habgierig.";
Titus;Tit;63;1;8;Er soll vielmehr das Gute lieben, er soll gastfreundlich sein, besonnen, gerecht, fromm und beherrscht.;
Titus;Tit;63;1;9;"Er muss ein Mann sein, der sich an das wahre Wort der Lehre hält; dann kann er mit der gesunden Lehre die Gemeinde ermahnen und die Gegner widerlegen.*";
Titus;Tit;63;1;9;*;"℘ 2,1.10; 1 Tim 1,10; 4,6; 6,3; 2 Tim 1,13; 4,3"
Titus;Tit;63;1;10;Denn es gibt viele Ungehorsame, Schwätzer und Schwindler, besonders unter denen, die aus dem Judentum kommen.;
Titus;Tit;63;1;11;Diese Menschen muss man zum Schweigen bringen, denn aus übler Gewinnsucht zerstören sie ganze Familien mit ihren falschen Lehren.;
Titus;Tit;63;1;12;Einer von ihnen hat als ihr eigener Prophet gesagt: Alle Kreter sind Lügner und faule Bäuche, gefährliche Tiere.*;
Titus;Tit;63;1;12;*;Das zitierte Wort des «Propheten» ist im Griechischen ein Hexameter, der dem Dichterphilosophen Epimenides (6. Jh. v. Chr.) zugeschrieben wird.
Titus;Tit;63;1;13;Das ist ein wahres Wort. Darum weise sie streng zurecht, damit ihr Glaube wieder gesund wird*;
Titus;Tit;63;1;13;*;Das ist ein wahres Wort, wörtlich: Dieses Zeugnis ist wahr.
Titus;Tit;63;1;14;und sie sich nicht mehr an jüdische Fabeleien halten und an Gebote von Menschen, die sich von der Wahrheit abwenden.*;
Titus;Tit;63;1;14;*;"℘ 1 Tim 1,4; 4,7; 2 Tim 2,16"
Titus;Tit;63;1;15;"Für die Reinen ist alles rein; für die Unreinen und Ungläubigen aber ist nichts rein, sogar ihr Denken und ihr Gewissen sind unrein.*";
Titus;Tit;63;1;15;*;"℘ Mt 15,11; Mk 7,15"
Titus;Tit;63;1;16;"Sie beteuern, Gott zu kennen, durch ihr Tun aber verleugnen sie ihn; es sind abscheuliche und unbelehrbare Menschen, die zu nichts Gutem taugen.**";
Titus;Tit;63;1;16;*;"℘ 1 Tim 2,4; 2 Tim 3,7"
Titus;Tit;63;1;16;*;℘ 2 Tim 3,5
Titus;Tit;63;2;1;Du aber verkünde, was der gesunden Lehre entspricht.;
Titus;Tit;63;2;2;Die älteren Männer sollen nüchtern sein, achtbar, besonnen, stark im Glauben, in der Liebe, in der Ausdauer.*;
Titus;Tit;63;2;2;*;stark im Glauben, wörtlich: gesund im Glauben.
Titus;Tit;63;2;3;"Ebenso seien die älteren Frauen würdevoll in ihrem Verhalten, nicht verleumderisch und nicht trunksüchtig; sie müssen fähig sein, das Gute zu lehren,*";
Titus;Tit;63;2;3;*;℘ 1 Petr 3,1-5
Titus;Tit;63;2;4;damit sie die jungen Frauen dazu anhalten können, ihre Männer und Kinder zu lieben,;
Titus;Tit;63;2;5;besonnen zu sein, ehrbar, häuslich, gütig und ihren Männern gehorsam, damit das Wort Gottes nicht in Verruf kommt.;
Titus;Tit;63;2;6;Ebenso ermahne die jüngeren Männer, in allen Dingen besonnen zu sein.*;
Titus;Tit;63;2;6;*;℘ 1 Joh 2,13f
Titus;Tit;63;2;7;Gib selbst ein Beispiel durch gute Werke. Lehre die Wahrheit unverfälscht und mit Würde,*;
Titus;Tit;63;2;7;*;℘ (7f) 2 Petr 3,15f
Titus;Tit;63;2;8;"mit gesunden, unanfechtbaren Worten; so wird der Gegner beschämt und kann nichts Schlechtes über uns sagen.";
Titus;Tit;63;2;9;Die Sklaven sollen ihren Herren gehorchen, ihnen in allem gefällig sein, nicht widersprechen,*;
Titus;Tit;63;2;9;*;"℘ (9f) 1 Tim 6,1f; 1 Petr 2,18"
Titus;Tit;63;2;10;"nichts veruntreuen; sie sollen zuverlässig und treu sein, damit sie in allem der Lehre Gottes, unseres Retters, Ehre machen.*";
Titus;Tit;63;2;10;*;"℘ 1,3; 3,4; 1 Tim 1,1; 2,3; 4,10"
Titus;Tit;63;2;11;Denn die Gnade Gottes ist erschienen, um alle Menschen zu retten.**;
Titus;Tit;63;2;11;*;℘ 3,4
Titus;Tit;63;2;11;*;11-14: Hier und in 3,3-7 werden Formulierungen aus der urchristlichen Taufliturgie aufgenommen. Als Beginn einer liturgischen Lesung wird folgende Fassung vorgeschlagen: Erschienen ist die Gnade Gottes.
Titus;Tit;63;2;12;Sie erzieht uns dazu, uns von der Gottlosigkeit und den irdischen Begierden loszusagen und besonnen, gerecht und fromm in dieser Welt zu leben,;
Titus;Tit;63;2;13;während wir auf die selige Erfüllung unserer Hoffnung warten: auf das Erscheinen der Herrlichkeit unseres großen Gottes und Retters Christus Jesus.**;
Titus;Tit;63;2;13;*;℘ 1,4
Titus;Tit;63;2;13;*;Andere Übersetzungsmöglichkeit: der Herrlichkeit des großen Gottes und unseres Retters Christus Jesus.
Titus;Tit;63;2;14;Er hat sich für uns hingegeben, um uns [von aller Schuld zu erlösen] und [sich ein reines Volk zu schaffen, das ihm als sein besonderes Eigentum gehört] und voll Eifer danach strebt, das Gute zu tun.**;
Titus;Tit;63;2;14;*;"℘ 1,9; 2,10; 1 Tim 1,10; 4,6; 6,3; 2 Tim 1,13; 4,3"
Titus;Tit;63;2;14;*;"℘ Ez 37,23; Ps 130,8; Ex 19,5; Dtn 14,2"
Titus;Tit;63;2;15;So sollst du mit allem Nachdruck lehren, ermahnen und zurechtweisen. Niemand soll dich gering achten.;
Titus;Tit;63;3;1;Erinnere sie daran, sich den Herrschern und Machthabern unterzuordnen und ihnen zu gehorchen. Sie sollen immer bereit sein, Gutes zu tun,*;
Titus;Tit;63;3;1;*;"℘ Röm 13,1-7; 1 Petr 2,13-17"
Titus;Tit;63;3;2;sollen niemand schmähen, nicht streitsüchtig sein, sondern freundlich und gütig zu allen Menschen.;
Titus;Tit;63;3;3;"Denn auch wir waren früher unverständig und ungehorsam; wir gingen in die Irre, waren Sklaven aller möglichen Begierden und Leidenschaften, lebten in Bosheit und Neid, waren verhasst und hassten einander.";
Titus;Tit;63;3;4;Als aber die Güte und Menschenliebe Gottes, unseres Retters, erschien,*;
Titus;Tit;63;3;4;*;"℘ 2,11; 1,3"
Titus;Tit;63;3;5;hat er uns gerettet - nicht weil wir Werke vollbracht hätten, die uns gerecht machen können, sondern aufgrund seines Erbarmens - durch das Bad der Wiedergeburt und der Erneuerung im Heiligen Geist.*;
Titus;Tit;63;3;5;*;"℘ Joh 3,3-8; Röm 3,20; Gal 2,16; Eph 2,8f; 5,26; 2 Tim 1,9"
Titus;Tit;63;3;6;Ihn hat er in reichem Maß über uns ausgegossen durch Jesus Christus, unseren Retter,*;
Titus;Tit;63;3;6;*;℘ 1,4
Titus;Tit;63;3;7;damit wir durch seine Gnade gerecht gemacht werden und das ewige Leben erben, das wir erhoffen.;
Titus;Tit;63;3;8;Dieses Wort ist glaubwürdig, und ich will, dass du dafür eintrittst, damit alle, die zum Glauben an Gott gekommen sind, sich nach Kräften bemühen, das Gute zu tun. So ist es gut und für alle Menschen nützlich.;
Titus;Tit;63;3;9;"Lass dich nicht ein auf törichte Auseinandersetzungen und Erörterungen über Geschlechterreihen, auf Streit und Gezänk über das Gesetz; sie sind nutzlos und vergeblich.*";
Titus;Tit;63;3;9;*;℘ 1 Tim 1,4
Titus;Tit;63;3;10;Wenn du einen Sektierer einmal und ein zweites Mal ermahnt hast, so meide ihn.*;
Titus;Tit;63;3;10;*;℘ Mt 18,15-17
Titus;Tit;63;3;11;"Du weißt, ein solcher Mensch ist auf dem verkehrten Weg; er sündigt und spricht sich selbst das Urteil.";
Titus;Tit;63;3;12;"Sobald ich Artemas oder Tychikus zu dir schicke, komm rasch zu mir nach Nikopolis; denn ich habe mich entschlossen, dort den Winter zu verbringen.*";
Titus;Tit;63;3;12;*;℘ 2 Tim 4,12
Titus;Tit;63;3;13;Den gesetzeskundigen Zenas und den Apollos statte für die Weiterreise gut aus, damit ihnen nichts fehlt.;
Titus;Tit;63;3;14;Auch unsere Leute sollen lernen, nach Kräften Gutes zu tun, wo es nötig ist, damit ihr Leben nicht ohne Frucht bleibt.;
Titus;Tit;63;3;15;Es grüßen dich alle, die bei mir sind. Grüße alle, die uns durch den Glauben in Liebe verbunden sind. Die Gnade sei mit euch allen!;
Philemon;Phlm;65;0;1;Der kleine Brief hat einen ganz persönlichen Anlass. Der Sklave Onesimus war seinem Herrn Philemon entlaufen, der in Kolossä wohnte. Er kam auf seiner Flucht zu Paulus, der im Gefängnis saß, vermutlich in Ephesus. Paulus gewann Onesimus für den christlichen Glauben und Onesimus war ihm in mancherlei Hinsicht nützlich (vgl. VV. 11 und 20). Der Apostel schickte den Sklaven zu Philemon zurück, dessen Haus einer christlichen Gemeinde als Versammlungsort diente. Der Brief, geschrieben um 55 n. Chr., sollte Philemon bewegen, dem Sklaven Onesimus zu verzeihen und ihn als christlichen Bruder aufzunehmen. Die Bedeutung des Briefs liegt darin, dass er einen Beitrag zur Lösung des bedrückenden Sklavenproblems in der christlichen Gemeinde darstellt. Gleichzeitig ist er als persönliches Dokument des Menschen Paulus von hohem Wert.;
Philemon;Phlm;65;1;1;Paulus, Gefangener Christi Jesu, und der Bruder Timotheus an unseren geliebten Mitarbeiter Philemon,;
Philemon;Phlm;65;1;2;an die Schwester Aphia, an Archippus, unseren Mitstreiter, und an die Gemeinde in deinem Haus:*;
Philemon;Phlm;65;1;2;*;℘ Kol 4,17
Philemon;Phlm;65;1;3;Gnade sei mit euch und Friede von Gott, unserem Vater, und dem Herrn Jesus Christus.*;
Philemon;Phlm;65;1;3;*;℘ Röm 1,7
Philemon;Phlm;65;1;4;Ich danke meinem Gott jedes Mal, wenn ich in meinen Gebeten an dich denke.;
Philemon;Phlm;65;1;5;Denn ich höre von deinem Glauben an Jesus, den Herrn, und von deiner Liebe zu allen Heiligen.;
Philemon;Phlm;65;1;6;Ich wünsche, dass unser gemeinsamer Glaube in dir wirkt und du all das Gute in uns erkennst, das auf Christus gerichtet ist.;
Philemon;Phlm;65;1;7;Es hat mir viel Freude und Trost bereitet, dass durch dich, Bruder, und durch deine Liebe die Heiligen ermutigt worden sind.;
Philemon;Phlm;65;1;8;Obwohl ich durch Christus volle Freiheit habe, dir zu befehlen, was du tun sollst,;
Philemon;Phlm;65;1;9;ziehe ich es um der Liebe willen vor, dich zu bitten. Ich, Paulus, ein alter Mann, der jetzt für Christus Jesus im Kerker liegt,;
Philemon;Phlm;65;1;10;ich bitte dich für mein Kind Onesimus, dem ich im Gefängnis zum Vater geworden bin.*;
Philemon;Phlm;65;1;10;*;"℘ 1 Kor 4,15; Kol 4,9"
Philemon;Phlm;65;1;11;Früher konntest du ihn zu nichts gebrauchen, doch jetzt ist er dir und mir recht nützlich.;
Philemon;Phlm;65;1;12;Ich schicke ihn zu dir zurück, ihn, das bedeutet mein eigenes Herz.;
Philemon;Phlm;65;1;13;Ich würde ihn gern bei mir behalten, damit er mir an deiner Stelle dient, solange ich um des Evangeliums willen im Gefängnis bin.;
Philemon;Phlm;65;1;14;Aber ohne deine Zustimmung wollte ich nichts tun. Deine gute Tat soll nicht erzwungen, sondern freiwillig sein.;
Philemon;Phlm;65;1;15;Denn vielleicht wurde er nur deshalb eine Weile von dir getrennt, damit du ihn für ewig zurückerhältst,;
Philemon;Phlm;65;1;16;nicht mehr als Sklaven, sondern als weit mehr: als geliebten Bruder. Das ist er jedenfalls für mich, um wie viel mehr dann für dich, als Mensch und auch vor dem Herrn.*;
Philemon;Phlm;65;1;16;*;℘ 1 Kor 7,22
Philemon;Phlm;65;1;17;Wenn du dich mir verbunden fühlst, dann nimm ihn also auf wie mich selbst!;
Philemon;Phlm;65;1;18;Wenn er dich aber geschädigt hat oder dir etwas schuldet, setz das auf meine Rechnung!;
Philemon;Phlm;65;1;19;Ich, Paulus, schreibe mit eigener Hand: Ich werde es bezahlen - um nicht davon zu reden, dass du dich selbst mir schuldest.*;
Philemon;Phlm;65;1;19;*;℘ 1 Kor 16,21
Philemon;Phlm;65;1;20;"Ja, Bruder, um des Herrn willen möchte ich von dir einen Nutzen haben. Erfreue mein Herz; wir gehören beide zu Christus.";
Philemon;Phlm;65;1;21;Ich schreibe dir im Vertrauen auf deinen Gehorsam und weiß, dass du noch mehr tun wirst, als ich gesagt habe.;
Philemon;Phlm;65;1;22;Bereite zugleich eine Unterkunft für mich vor! Denn ich hoffe, dass ich euch durch eure Gebete wiedergeschenkt werde.;
Philemon;Phlm;65;1;23;Es grüßen dich Epaphras, der mit mir um Christi Jesu willen im Gefängnis ist,*;
Philemon;Phlm;65;1;23;*;℘ Kol 4,7-14
Philemon;Phlm;65;1;24;sowie Markus, Aristarch, Demas und Lukas, meine Mitarbeiter.;
Philemon;Phlm;65;1;25;Die Gnade Jesu Christi, des Herrn, sei mit eurem Geist!*;
Philemon;Phlm;65;1;25;*;℘ Gal 6,18
